1.0,-0.5316,0.0,21.0,9.0,0.1145,0.7207,0.0,0.0,0.0,-0.5295,-0.5216,0.0
2.0,-0.5316,0.0,21.0,9.0,0.6238,-0.6842,0.0,0.0,0.0,-0.5295,-0.5216,0.0
3.0,-0.5316,0.0,21.0,9.0,0.5887,-0.4433,0.0,0.0,0.0,-0.5295,-0.5216,0.0
4.0,-0.5316,0.0,21.0,9.0,0.4482,-0.4433,0.0,0.0,0.0,-0.5295,-0.5216,0.0
5.0,-0.5316,0.0,21.0,9.0,0.4306,-0.2466,0.0,0.0,0.0,-0.5295,-0.5216,0.0
6.0,-0.5316,0.0,21.0,9.0,0.3867,-0.2727,0.0,0.0,0.0,-0.5295,-0.5216,0.0
7.0,-0.5316,0.0,21.0,9.0,-0.0787,0.335,0.0,0.0,0.0,-0.5295,-0.5216,0.0
8.0,-0.5316,0.0,21.0,9.0,0.3692,-0.779,0.0,0.0,0.0,-0.5295,-0.5216,0.0
9.0,-0.5316,0.0,21.0,9.0,0.3867,-0.5993,0.0,0.0,0.0,7.888,-0.5216,0.0
10.0,-0.5316,0.0,21.0,9.0,0.7468,-0.3462,0.0,0.0,0.0,-0.5295,-0.5216,0.0
11.0,-0.5316,0.0,21.0,9.0,0.7819,-0.342,0.0,0.0,0.0,-0.5295,-0.5216,0.0
12.0,-0.5316,0.0,21.0,9.0,0.536,-0.4017,0.0,0.0,0.0,-0.5295,-0.5216,0.0
13.0,-0.5316,0.0,21.0,9.0,0.5799,-0.3369,0.0,0.0,0.0,-0.5295,-0.5216,0.0
14.0,-0.5316,0.0,21.0,9.0,0.4482,-0.3545,0.0,0.0,0.0,-0.5295,-0.5216,0.0
15.0,-0.5316,0.0,21.0,9.0,0.3867,6.1327,0.0,0.0,0.0,-0.5295,-0.5216,0.0
16.0,-0.5316,0.0,21.0,9.0,0.5975,-0.3462,0.0,0.0,0.0,-0.5295,-0.5216,0.0
17.0,-0.5316,0.0,21.0,9.0,0.5799,-0.3545,0.0,0.0,0.0,-0.5295,-0.5216,0.0
18.0,-0.5316,0.0,21.0,9.0,0.4833,-0.3352,0.0,0.0,0.0,-0.5295,-0.5216,0.0
19.0,-0.5316,0.0,21.0,9.0,0.5624,-0.3346,0.0,0.0,0.0,-0.5295,-0.5216,0.0
20.0,-0.5316,0.0,21.0,9.0,0.6941,-0.3462,0.0,0.0,0.0,-0.5295,-0.5216,0.0
21.0,-0.5316,0.0,21.0,9.0,0.6853,-0.3423,0.0,0.0,0.0,-0.5295,-0.5216,0.0
22.0,-0.5316,0.0,21.0,9.0,0.7994,-0.5081,0.0,0.0,0.0,-0.5295,-0.5216,0.0
23.0,-0.5316,0.0,21.0,9.0,-0.0435,0.0989,0.0,0.0,0.0,-0.5295,-0.5216,0.0
24.0,-0.5316,0.0,21.0,9.0,0.5536,-0.3355,0.0,0.0,0.0,-0.5295,-0.5216,0.0
25.0,-0.5316,0.0,21.0,9.0,1.0102,-0.7139,0.0,0.0,0.0,-0.5295,-0.5216,0.0
26.0,-0.5316,0.0,21.0,9.0,0.6853,-0.7133,0.0,0.0,0.0,-0.5295,-0.5216,0.0
27.0,-0.5316,0.0,21.0,9.0,0.4131,-0.6264,0.0,0.0,0.0,-0.5295,-0.5216,0.0
28.0,-0.5316,0.0,21.0,9.0,0.2726,0.5914,0.0,0.0,0.0,-0.5295,-0.5216,0.0
29.0,-0.5316,0.0,21.0,9.0,0.3253,-0.7088,0.0,0.0,0.0,-0.5295,-0.5216,0.0
30.0,-0.5316,0.0,21.0,9.0,0.5272,-0.8016,0.0,0.0,0.0,-0.5295,-0.5216,0.0
31.0,-0.5316,0.0,21.0,9.0,0.176,-0.6782,0.0,0.0,0.0,-0.5295,-0.5216,0.0
32.0,-0.5316,0.0,21.0,9.0,0.2023,-0.5659,0.0,0.0,0.0,-0.5295,-0.5216,0.0
33.0,-0.5316,0.0,21.0,9.0,0.615,-0.6389,0.0,0.0,0.0,-0.5295,-0.5216,0.0
34.0,-0.5316,0.0,21.0,9.0,-0.1665,0.0774,0.0,0.0,0.0,-0.5295,-0.5216,0.0
35.0,-0.5316,0.0,21.0,9.0,0.3165,-0.612,0.0,0.0,0.0,-0.5295,-0.5216,0.0
36.0,-0.5316,0.0,21.0,9.0,0.2989,-0.342,0.0,0.0,0.0,-0.5295,-0.5216,0.0
37.0,-0.5316,0.0,21.0,9.0,0.2111,-0.342,0.0,0.0,0.0,-0.5295,-0.5216,0.0
38.0,-0.5316,0.0,21.0,9.0,1.4756,-0.717,0.0,0.0,0.0,-0.5295,-0.5216,0.0
39.0,-0.5316,0.0,21.0,9.0,1.5195,-0.4026,0.0,0.0,0.0,-0.5295,-0.5216,0.0
40.0,-0.5316,0.0,21.0,9.0,1.5897,-0.717,0.0,0.0,0.0,-0.5295,-0.5216,0.0
41.0,-0.5316,0.0,21.0,9.0,1.5634,-0.492,0.0,0.0,0.0,-0.5295,-0.5216,0.0
42.0,-0.5316,0.0,21.0,9.0,1.5897,-0.7068,0.0,0.0,0.0,-0.5295,-0.5216,0.0
43.0,-0.5316,0.0,21.0,9.0,1.5546,-0.3556,0.0,0.0,0.0,-0.5295,-0.5216,0.0
44.0,-0.5316,0.0,21.0,9.0,0.8609,1.659,0.0,0.0,0.0,-0.5295,-0.5216,0.0
45.0,-0.5316,0.0,21.0,9.0,0.7819,4.5574,0.0,0.0,0.0,-0.5295,-0.5216,0.0
46.0,-0.5316,0.0,21.0,9.0,0.7907,-0.5271,0.0,0.0,0.0,-0.5295,-0.5216,0.0
47.0,-0.5316,0.0,21.0,9.0,1.8619,-0.1176,0.0,0.0,0.0,-0.5295,-0.5216,0.0
48.0,-0.5316,0.0,21.0,9.0,1.8532,-0.6496,0.0,0.0,0.0,-0.5295,-0.5216,0.0
49.0,-0.5316,0.0,21.0,9.0,-0.184,4.3505,0.0,0.0,0.0,-0.5295,-0.5216,0.0
50.0,-0.5316,0.0,21.0,9.0,0.4833,-0.7411,0.0,0.0,0.0,-0.5295,-0.5216,0.0
51.0,-0.5316,0.0,21.0,9.0,1.7654,2.8213,0.0,0.0,0.0,-0.5295,-0.5216,0.0
52.0,-0.5316,0.0,21.0,9.0,1.8444,-0.7108,0.0,0.0,0.0,-0.5295,-0.5216,0.0
53.0,-0.5316,0.0,21.0,9.0,1.8268,-0.6496,0.0,0.0,0.0,-0.5295,-0.5216,0.0
54.0,-0.5316,0.0,21.0,9.0,1.4141,-0.2206,0.0,0.0,0.0,-0.5295,-0.5216,0.0
55.0,-0.5316,0.0,21.0,9.0,1.4229,-0.2192,0.0,0.0,0.0,-0.5295,-0.5216,0.0
56.0,-0.5316,0.0,21.0,9.0,0.6589,-0.2206,0.0,0.0,0.0,-0.5295,-0.5216,0.0
